ページ タイトル,ページパス + クエリ文字列,表示回数
EverBrite<sup>TM</sup> Hardset Mounting Medium（BTI-23003-10ML）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4518037&ServerKey=Primary&selPrice=1,1
"RedDot<sup>TM</sup>1, 200X in water（BTI-40060T-25UL[15-20TEST]）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=4518076&ServerKey=Primary&selPrice=1,1
Mix-n-Stain<sup>TM</sup> CF<sup>(R)</sup>405S Antibody Labeling Kit（BTI-92271-1KIT）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4518125&ServerKey=Primary&selPrice=1,1
OxiSelect<sup>TM</sup> Oxidized LDL ELISA Kit (MDA-LDL Quantitation)（CBL-STA369-96ASSAY）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4518170&ServerKey=Primary&selPrice=1,1
QuickTiter<sup>TM</sup> HIV Lentivirus Quantitation Kit (p24 ELISA)（CBL-VPK108H-1KIT[96 assays]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4518175&ServerKey=Primary&selPrice=1,1
NUTRIENT GELATIN（CDA-1300-500G）（カテゴリ：培地、培養試薬・機材） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4518180&ServerKey=Primary&selPrice=1,1
LR3 IGF-1（CLS-LRM001-1MG）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4518224&ServerKey=Primary&selPrice=1,1
ECX-F20.Blue SKYLIGHT SUPER-BLUE table（CSV-213120071-1UNIT）（カテゴリ：機器、消耗品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4520378&ServerKey=Primary&selPrice=1,1
Influenza A H5N1 (A/Anhui/1/2005) Hemagglutinin / HA（SIN-11048V08H4-100UG）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4542155&ServerKey=Primary&selPrice=1,1
Influenza A H5N1 (A/Vietnam/1194/2004) Hemagglutinin / HA（SIN-11062V08H1-100UG）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4542217&ServerKey=Primary&selPrice=1,1
Influenza A H5N1 (A/Vietnam/1194/2004) Hemagglutinin / HA (ECD)（SIN-11062V08H2-100UG）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4542218&ServerKey=Primary&selPrice=1,1
Influenza A H1N1 (A/Brevig Mission/1/1918) Hemagglutinin / HA（SIN-11068V08H-100UG）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4542227&ServerKey=Primary&selPrice=1,1
Influenza A H1N1 (A/Puerto Rico/8/34/Mount Sinai) Nucleoprotein / NP (I116M)（SIN-11675V08B-100UG）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4542710&ServerKey=Primary&selPrice=1,1
Influenza A H5N1 (A/whooper swan/Mongolia/244/2005) Hemagglutinin (HA1 Subunit)（SIN-11709V08H1-100UG）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4542786&ServerKey=Primary&selPrice=1,1
Influenza B (B/Malaysia/2506/2004) Hemagglutinin (HA1 Subunit)（SIN-11716V08H1-100UG）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4542801&ServerKey=Primary&selPrice=1,1
Tris Buffered Saline: 1 L of 20X（SCB-SC362186-20L[1 L of 20X solution]）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4556899&ServerKey=Primary&selPrice=1,1
Tris Buffered Saline with Tween 20: 1 L of 1X（SCB-SC362187-1L[1 L of 1X solution]）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4556900&ServerKey=Primary&selPrice=1,1
Phosphate Buffered Saline: powder for 500 ml of 10X（SCB-SC362301-5L）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4556903&ServerKey=Primary&selPrice=1,1
Tris Buffered Saline: powder for 500 ml of 10X（SCB-SC362306-5L）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4556907&ServerKey=Primary&selPrice=1,1
Tris Buffered Saline: powder for 5 L of 10X（SCB-SC362308-50L）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4556909&ServerKey=Primary&selPrice=1,1
Tris Buffered Saline with Tween 20: powder for 500 ml of 10X（SCB-SC362312-5L）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4556912&ServerKey=Primary&selPrice=1,1
Avidin/Biotin Block Kit（GBI-E0818-1KIT[18_mL]）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4590994&ServerKey=Primary&selPrice=1,1
"Polin TS-GMR-Hu A Kit for goat, mouse and rabbit antibody on human tissue（GBI-TS303A6-1KIT[6+6+12=24ml]）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=4603724&ServerKey=Primary&selPrice=1,1
CD14 ELISA（HCB-HK32002-2*96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4610416&ServerKey=Primary&selPrice=1,1
RNAscope<sup>TM</sup> Control Slides - Human Hela Cell Pellet（ADC-310045-1UNIT[4 slides]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4612624&ServerKey=Primary&selPrice=1,1
Macrophage from CD1（SCR-M1920-1VIAL[1 x 10^6 cells/vial]）（カテゴリ：細胞） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4653991&ServerKey=Primary&selPrice=1,1
High Load Streptavidin-PolyHRP Conjugate（FGD-85R202-1MG）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4668670&ServerKey=Primary&selPrice=1,1
PGE2 ELISA kit（ENZ-ADI900001-96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4761609&ServerKey=Primary&selPrice=1,1
cGMP ELISA kit（ENZ-ADI900013-96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4761616&ServerKey=Primary&selPrice=1,1
"Leptin, ELISA kit（ENZ-ADI900019A-96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=4761621&ServerKey=Primary&selPrice=1,1
"15-deoxy-δ12,14-PGJ2 ELISA kit（ENZ-ADI900023-96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=4761624&ServerKey=Primary&selPrice=1,1
11-dehydro-TXB2 ELISA kit（ENZ-ADI900092-96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4761652&ServerKey=Primary&selPrice=1,1
Estriol ELISA kit（ENZ-ADI900100-96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4761657&ServerKey=Primary&selPrice=1,1
"IgM, ELISA kit（ENZ-ADI900120-96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=4761668&ServerKey=Primary&selPrice=1,1
"IGF-1, ELISA kit（ENZ-ADI900150-96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=4761688&ServerKey=Primary&selPrice=1,1
Glutathione Peroxidase activity kit（ENZ-ADI900158-5*96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4761694&ServerKey=Primary&selPrice=1,1
Testosterone high sensitivity ELISA kit（ENZ-ADI900176-1*96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4761709&ServerKey=Primary&selPrice=1,1
Cortisol ELISA kit（ENZ-ADI901071-5*96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4761740&ServerKey=Primary&selPrice=1,1
11-dehydro-TXB2 ELISA kit（ENZ-ADI901092-5*96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4761742&ServerKey=Primary&selPrice=1,1
PGF2α High Sensitivity ELISA kit（ENZ-ADI930069-96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4762167&ServerKey=Primary&selPrice=1,1
DNA Damage ELISA kit（ENZ-ADIEKS350-96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4762308&ServerKey=Primary&selPrice=1,1
PKC Kinase activity kit（ENZ-ADIEKS420A-96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4762311&ServerKey=Primary&selPrice=1,1
"Anti-HSP70 IgG/A/M, ELISA kit（ENZ-ADIEKS750-96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=4762324&ServerKey=Primary&selPrice=1,1
Anti KDEL（ENZ-ADISPA827F-200UG）（カテゴリ：抗体関連） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4762864&ServerKey=Primary&selPrice=1,1
Neutrophil elastase colorimetric drug discoverykit（ENZ-BMLAK4970001-1KIT[96 assays]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4763289&ServerKey=Primary&selPrice=1,1
Calcineurin Phosphatase assay kit（ENZ-BMLAK8040001-1KIT[96 wells]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4763314&ServerKey=Primary&selPrice=1,1
PTP1B drug discovery kit（ENZ-BMLAK8220001-1KIT[96 wells]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4763318&ServerKey=Primary&selPrice=1,1
Esculetin（ENZ-BMLEI1000001-1G）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4763724&ServerKey=Primary&selPrice=1,1
Apigenin（ENZ-BMLEI3450020-20MG）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4764014&ServerKey=Primary&selPrice=1,1
"Puromycin, 2HCl（ENZ-BMLGR3120050-50MG）（カテゴリ：培地、培養試薬・機材） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=4764375&ServerKey=Primary&selPrice=1,1
Cyclopamine（ENZ-BMLGR3340001-1MG）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4764412&ServerKey=Primary&selPrice=1,1
Apicidin（ENZ-BMLGR3400001-1MG）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4764419&ServerKey=Primary&selPrice=1,1
Garcinol（ENZ-BMLGR3430010-10MG）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4764423&ServerKey=Primary&selPrice=1,1
BIOMOL <sup>(R)</sup> Green Phosphase std (800uM)（ENZ-BMLKI1020001-1ML）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4764574&ServerKey=Primary&selPrice=1,1
BIOMOL <sup>(R)</sup> Red Reagent（ENZ-BMLKI4680005-5ML）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4764626&ServerKey=Primary&selPrice=1,1
N-Desmethyl Clozapine（ENZ-BMLNS1060025-25MG）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4764815&ServerKey=Primary&selPrice=1,1
"15-Deoxy-δ12,14-prostaglandin J2（ENZ-BMLPG0500001-1MG）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=4765155&ServerKey=Primary&selPrice=1,1
Castanospermine（ENZ-BMLS1070100-100MG）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4765514&ServerKey=Primary&selPrice=1,1
Nupherin transfection reagent（ENZ-BMLSE2250075-0.75MG）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4765975&ServerKey=Primary&selPrice=1,1
Ubiquitin Activating Enzyme E1（ENZ-BMLUW94100050-50UG）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4766705&ServerKey=Primary&selPrice=1,1
BIO-PROBE<sup>(R)</sup> 3'-Oligonucleotide LabelingSystem Reagent Pack（ENZ-ENZ42730-1PACK[25 tests]）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4767695&ServerKey=Primary&selPrice=1,1
GFP CERTIFIED<sup>(R)</sup> Apoptosis/Necrosis detection kit（ENZ-ENZ5100225-1KIT[25 assays]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4767723&ServerKey=Primary&selPrice=1,1
LYSO-ID<sup>(R)</sup> Red cytotoxicity kit(GFP CERTIFIED<sup>(R)</sup>)（ENZ-ENZ51015KP002-1KIT[2 x 96-well plates]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4767735&ServerKey=Primary&selPrice=1,1
MITO-ID<sup>(R)</sup> Membrane potential cytotoxicity kit（ENZ-ENZ51019KP002-1KIT[2 x 96-well microplates]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4767739&ServerKey=Primary&selPrice=1,1
MITO-ID<sup>(R)</sup> Green detection kit（ENZ-ENZ51022K500-1KIT[500 assays]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4767743&ServerKey=Primary&selPrice=1,1
PROTEOSTAT<sup>(R)</sup> Protein Aggregation Assay（ENZ-ENZ51023KP002-1KIT[for 2 x 96-well plates]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4767744&ServerKey=&selPrice=1,1
ER-ID<sup>TM</sup> Green Assay Kit（ENZ-ENZ51025K500-1KIT[500 assays]）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4767746&ServerKey=Primary&selPrice=1,1
ER-ID<sup>TM</sup> Red Assay Kit (GFP-Certified TM)（ENZ-ENZ51026K500-1KIT[500 assays]）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4767747&ServerKey=Primary&selPrice=1,1
PROTEOSTAT<sup>(R)</sup> Thermal Shift Stability Assay Kit（ENZ-ENZ51027K400-1KIT[400 tests]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4767748&ServerKey=Primary&selPrice=1,1
PROTEOSTAT<sup>(R)</sup> Thioredoxin-1 assay kit（ENZ-ENZ51033KP002-1KIT[2*96 well plates]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4767754&ServerKey=Primary&selPrice=1,1
PROTEOSTAT<sup>(R)</sup> Protein aggregation standards（ENZ-ENZ51039KP002-1KIT[2 x 96-well plates]）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4767760&ServerKey=Primary&selPrice=1,1
PROTEOSTAT<sup>(R)</sup> Protein refolding and aggregationsensing kit（ENZ-ENZ51040KP002-1KIT[2 x 96-well plates]）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4767761&ServerKey=Primary&selPrice=1,1
NUCLEAR-ID<sup>(R)</sup> Blue/Red cell viability reagent(GFP CERTIFIED<sup>(R)</sup>)（ENZ-ENZ53005C100-100UL）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4767829&ServerKey=Primary&selPrice=1,1
ALK Inhibitor II（ENZ-ALX270445M001-1MG）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4769807&ServerKey=Primary&selPrice=1,1
"D, L-Sulforaphane（ENZ-ALX350232M025-25MG）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=4770231&ServerKey=Primary&selPrice=1,1
G418 . Sulfate [Geniticin]（ENZ-ALX380013M500-500MG）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4770495&ServerKey=Primary&selPrice=1,1
SUPERFASLIGAND Protein (soluble)（ENZ-ALX522020C005-5UG[5_μg]）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4771421&ServerKey=Primary&selPrice=1,1
Flagellin [FliC](high purity)(SuperPack)（ENZ-ALX5220583010-3*10UG[1 mg/ml]）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4771458&ServerKey=Primary&selPrice=1,1
MEGACD40L (soluble)（ENZ-ALX522120C010-10UG）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4771509&ServerKey=Primary&selPrice=1,1
LPS (Re)(TLR grade<sup>TM</sup>)（ENZ-ALX581008L002-2ML）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4771851&ServerKey=Primary&selPrice=1,1
ODN 1826 (TLRgrade<sup>TM</sup>) [Incl. endotoxin-free ddWater]（ENZ-ALX746052M001-1MG）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4771996&ServerKey=Primary&selPrice=1,1
